"Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC","HF","AF"
"2023","18/05/2024","Lecce","Atalanta",0,2,"A",11,19,3,9,2,5,7,20
"2023","18/05/2024","Torino","Milan",3,1,"H",11,16,5,4,3,8,15,14
"2023","19/05/2024","Sassuolo","Cagliari",0,2,"A",7,13,0,3,5,6,14,9
"2023","19/05/2024","Monza","Frosinone",0,1,"A",14,16,2,5,3,4,14,13
"2023","19/05/2024","Udinese","Empoli",1,1,"D",8,4,2,1,5,5,14,18
"2023","19/05/2024","Inter","Lazio",1,1,"D",19,8,7,3,8,0,10,15
"2023","19/05/2024","Roma","Genoa",1,0,"H",21,11,6,4,6,3,10,10
"2023","20/05/2024","Salernitana","Verona",1,2,"A",9,17,1,5,4,6,14,19
"2023","20/05/2024","Bologna","Juventus",3,3,"D",10,11,5,4,3,2,8,21
"2023","23/05/2024","Cagliari","Fiorentina",2,3,"A",14,11,6,5,4,5,13,14
"2023","24/05/2024","Genoa","Bologna",2,0,"H",14,11,3,1,3,6,11,11
"2023","25/05/2024","Juventus","Monza",2,0,"H",12,12,4,4,3,4,15,13
"2023","25/05/2024","Milan","Salernitana",3,3,"D",23,14,11,6,13,3,6,9
"2023","26/05/2024","Atalanta","Torino",3,0,"H",18,8,7,1,2,5,18,10
"2023","26/05/2024","Napoli","Lecce",0,0,"D",24,10,5,0,4,1,10,17
"2023","26/05/2024","Empoli","Roma",2,1,"H",17,15,7,3,4,5,18,12
"2023","26/05/2024","Frosinone","Udinese",0,1,"A",21,10,5,5,11,1,6,13
"2023","26/05/2024","Lazio","Sassuolo",1,1,"D",8,8,6,3,5,3,15,11
"2023","26/05/2024","Verona","Inter",2,2,"D",18,15,8,11,9,3,17,8
"2023","02/06/2024","Atalanta","Fiorentina",2,3,"A",12,8,3,4,4,4,5,9
"2024","17/08/2024","Genoa","Inter",2,2,"D",10,14,6,9,1,4,15,14
"2024","17/08/2024","Parma","Fiorentina",1,1,"D",13,14,5,7,4,9,15,9
"2024","17/08/2024","Empoli","Monza",0,0,"D",9,4,1,1,7,3,16,19
"2024","17/08/2024","Milan","Torino",2,2,"D",20,6,6,3,9,2,10,7
"2024","18/08/2024","Bologna","Udinese",1,1,"D",22,4,7,2,7,5,15,13
"2024","18/08/2024","Verona","Napoli",3,0,"H",8,15,5,5,1,5,15,13
"2024","18/08/2024","Cagliari","Roma",0,0,"D",12,13,2,3,5,3,15,7
"2024","18/08/2024","Lazio","Venezia",3,1,"H",13,11,6,3,6,3,14,11
"2024","19/08/2024","Lecce","Atalanta",0,4,"A",19,10,5,6,5,3,10,24
"2024","19/08/2024","Juventus","Como",3,0,"H",12,1,9,1,3,0,12,6
"2024","24/08/2024","Parma","Milan",2,1,"H",8,17,5,5,3,9,9,13
"2024","24/08/2024","Udinese","Lazio",2,1,"H",8,17,3,5,4,13,15,10
"2024","24/08/2024","Inter","Lecce",2,0,"H",11,10,3,4,10,6,9,12
"2024","24/08/2024","Monza","Genoa",0,1,"A",9,11,2,1,8,3,6,17
"2024","25/08/2024","Fiorentina","Venezia",0,0,"D",12,7,8,4,7,3,13,19
"2024","25/08/2024","Torino","Atalanta",2,1,"H",13,24,6,8,4,6,8,13
"2024","25/08/2024","Napoli","Bologna",3,0,"H",16,9,5,2,7,5,11,17
"2024","25/08/2024","Roma","Empoli",1,2,"A",17,10,6,3,8,5,10,9
"2024","26/08/2024","Cagliari","Como",1,1,"D",11,13,5,4,5,6,12,10
"2024","26/08/2024","Verona","Juventus",0,3,"A",7,7,1,5,4,1,8,8
"2024","30/08/2024","Venezia","Torino",0,1,"A",13,12,4,6,3,3,7,15
"2024","30/08/2024","Inter","Atalanta",4,0,"H",13,11,5,1,3,4,6,15
"2024","31/08/2024","Bologna","Empoli",1,1,"D",14,4,3,2,6,3,15,18
"2024","31/08/2024","Lecce","Cagliari",1,0,"H",17,21,4,2,7,10,10,13
"2024","31/08/2024","Lazio","Milan",2,2,"D",7,10,5,4,5,7,12,9
"2024","31/08/2024","Napoli","Parma",2,1,"H",29,13,7,2,6,4,12,6
"2024","01/09/2024","Fiorentina","Monza",2,2,"D",15,4,5,3,6,0,11,21
"2024","01/09/2024","Genoa","Verona",0,2,"A",11,10,1,3,3,1,8,16
"2024","01/09/2024","Juventus","Roma",0,0,"D",8,7,1,1,6,4,11,12
"2024","01/09/2024","Udinese","Como",1,0,"H",10,21,3,4,4,6,16,9
"2024","14/09/2024","Como","Bologna",2,2,"D",14,14,4,4,4,3,17,12
"2024","14/09/2024","Empoli","Juventus",0,0,"D",8,15,3,3,4,8,11,10
"2024","14/09/2024","Milan","Venezia",4,0,"H",12,6,8,1,6,1,12,12
"2024","15/09/2024","Genoa","Roma",1,1,"D",20,16,8,6,4,5,9,12
"2024","15/09/2024","Atalanta","Fiorentina",3,2,"H",13,13,7,5,4,2,16,15
"2024","15/09/2024","Torino","Lecce",0,0,"D",5,20,0,6,2,7,13,13
"2024","15/09/2024","Cagliari","Napoli",0,4,"A",16,12,3,5,7,4,22,11
"2024","15/09/2024","Monza","Inter",1,1,"D",5,16,2,2,1,8,11,19
"2024","16/09/2024","Parma","Udinese",2,3,"A",9,18,3,6,5,6,8,18
"2024","16/09/2024","Lazio","Verona",2,1,"H",14,7,7,2,9,6,13,10
"2024","20/09/2024","Cagliari","Empoli",0,2,"A",21,9,2,4,10,4,15,21
"2024","20/09/2024","Verona","Torino",2,3,"A",8,16,2,3,5,6,10,8
"2024","21/09/2024","Venezia","Genoa",2,0,"H",12,9,4,0,3,4,9,12
"2024","21/09/2024","Juventus","Napoli",0,0,"D",9,8,1,1,4,3,10,13
"2024","21/09/2024","Lecce","Parma",2,2,"D",14,24,3,10,2,12,12,11
"2024","22/09/2024","Fiorentina","Lazio",2,1,"H",14,20,5,6,3,10,11,15
"2024","22/09/2024","Monza","Bologna",1,2,"A",6,15,3,8,2,2,20,16
"2024","22/09/2024","Roma","Udinese",3,0,"H",14,9,6,3,2,1,15,11
"2024","22/09/2024","Inter","Milan",1,2,"A",13,16,4,8,6,2,13,4
"2024","24/09/2024","Atalanta","Como",2,3,"A",8,14,5,7,6,2,12,17
"2024","27/09/2024","Milan","Lecce",3,0,"H",15,16,6,7,4,7,5,8
"2024","28/09/2024","Udinese","Inter",2,3,"A",10,16,3,7,7,3,13,6
"2024","28/09/2024","Genoa","Juventus",0,3,"A",7,12,2,3,5,3,8,14
"2024","28/09/2024","Bologna","Atalanta",1,1,"D",5,23,1,5,2,9,16,12
"2024","29/09/2024","Torino","Lazio",2,3,"A",12,13,7,7,3,1,10,13
"2024","29/09/2024","Como","Verona",3,2,"H",24,6,11,3,9,1,10,19
"2024","29/09/2024","Roma","Venezia",2,1,"H",22,18,5,7,6,3,8,13
"2024","29/09/2024","Empoli","Fiorentina",0,0,"D",8,13,1,0,2,4,15,12
"2024","29/09/2024","Napoli","Monza",2,0,"H",11,5,2,1,1,3,16,8
"2024","30/09/2024","Parma","Cagliari",2,3,"A",18,11,4,4,5,3,10,16
"2024","04/10/2024","Napoli","Como",3,1,"H",9,11,6,2,4,1,7,10
"2024","04/10/2024","Verona","Venezia",2,1,"H",13,11,4,2,13,6,10,7
"2024","05/10/2024","Udinese","Lecce",1,0,"H",13,9,4,3,5,0,12,16
"2024","05/10/2024","Atalanta","Genoa",5,1,"H",23,7,8,2,4,2,9,15
"2024","05/10/2024","Inter","Torino",3,2,"H",29,7,8,5,14,0,6,9
"2024","06/10/2024","Juventus","Cagliari",1,1,"D",21,9,9,2,8,3,13,10
"2024","06/10/2024","Bologna","Parma",0,0,"D",19,13,3,2,13,6,15,16
"2024","06/10/2024","Lazio","Empoli",2,1,"H",16,7,6,2,5,3,10,17
"2024","06/10/2024","Monza","Roma",1,1,"D",3,15,3,4,1,3,16,13
"2024","06/10/2024","Fiorentina","Milan",2,1,"H",12,16,3,8,0,7,11,21
"2024","19/10/2024","Como","Parma",1,1,"D",11,9,3,3,7,4,14,10
"2024","19/10/2024","Genoa","Bologna",2,2,"D",10,12,4,7,1,7,20,12
"2024","19/10/2024","Milan","Udinese",1,0,"H",10,13,5,1,8,4,3,14
"2024","19/10/2024","Juventus","Lazio",1,0,"H",16,2,3,1,7,1,16,9
"2024","20/10/2024","Empoli","Napoli",0,1,"A",11,9,4,1,7,7,14,13
"2024","20/10/2024","Lecce","Fiorentina",0,6,"A",5,19,2,11,1,3,8,14
"2024","20/10/2024","Venezia","Atalanta",0,2,"A",12,16,4,7,2,5,12,6
"2024","20/10/2024","Cagliari","Torino",3,2,"H",18,17,5,5,9,12,9,8
"2024","20/10/2024","Roma","Inter",0,1,"A",14,11,3,6,3,3,12,13
"2024","21/10/2024","Verona","Monza",0,3,"A",16,10,4,4,9,6,8,13
"2024","25/10/2024","Udinese","Cagliari",2,0,"H",13,3,4,0,2,4,13,9
"2024","25/10/2024","Torino","Como",1,0,"H",8,20,2,6,1,3,13,12
"2024","26/10/2024","Napoli","Lecce",1,0,"H",24,11,8,2,16,5,13,7
"2024","26/10/2024","Atalanta","Verona",6,1,"H",19,4,10,2,4,2,3,15
"2024","27/10/2024","Parma","Empoli",1,1,"D",17,6,4,2,9,3,12,17
"2024","27/10/2024","Lazio","Genoa",3,0,"H",18,6,4,2,7,4,12,6
"2024","27/10/2024","Monza","Venezia",2,2,"D",13,6,2,2,4,3,17,16
"2024","27/10/2024","Inter","Juventus",4,4,"D",18,10,9,5,13,5,11,16
"2024","27/10/2024","Fiorentina","Roma",5,1,"H",21,14,10,5,6,2,13,11
"2024","29/10/2024","Cagliari","Bologna",0,2,"A",14,11,2,4,7,2,17,18
"2024","29/10/2024","Lecce","Verona",1,0,"H",14,7,6,1,3,4,14,21
"2024","29/10/2024","Milan","Napoli",0,2,"A",13,9,5,4,5,1,14,6
"2024","30/10/2024","Empoli","Inter",0,3,"A",6,15,1,5,1,4,12,13
"2024","30/10/2024","Venezia","Udinese",3,2,"H",18,15,7,5,2,6,9,13
"2024","30/10/2024","Atalanta","Monza",2,0,"H",16,4,6,3,5,1,14,11
"2024","30/10/2024","Juventus","Parma",2,2,"D",24,13,6,5,10,6,7,5
"2024","31/10/2024","Genoa","Fiorentina",0,1,"A",14,12,4,4,4,4,13,10
"2024","31/10/2024","Como","Lazio",1,5,"A",14,14,2,7,3,5,14,18
"2024","31/10/2024","Roma","Torino",1,0,"H",10,4,3,2,3,5,11,15
"2024","02/11/2024","Bologna","Lecce",1,0,"H",20,6,4,0,9,1,9,14
"2024","02/11/2024","Udinese","Juventus",0,2,"A",11,11,2,5,10,3,12,14
"2024","02/11/2024","Monza","Milan",0,1,"A",12,18,2,7,3,5,18,15
"2024","03/11/2024","Napoli","Atalanta",0,3,"A",13,12,3,3,4,3,10,8
"2024","03/11/2024","Torino","Fiorentina",0,1,"A",9,8,1,3,1,3,16,12
"2024","03/11/2024","Verona","Roma",3,2,"H",7,14,3,3,2,2,16,11
"2024","03/11/2024","Inter","Venezia",1,0,"H",20,7,8,2,9,3,14,15
"2024","04/11/2024","Empoli","Como",1,0,"H",9,12,4,2,3,6,17,9
"2024","04/11/2024","Parma","Genoa",0,1,"A",13,15,0,7,3,7,5,18
"2024","04/11/2024","Lazio","Cagliari",2,1,"H",20,6,5,1,2,3,12,17
"2024","07/11/2024","Genoa","Como",1,1,"D",8,18,4,8,8,5,17,15
"2024","08/11/2024","Lecce","Empoli",1,1,"D",18,11,3,6,4,3,7,24
"2024","09/11/2024","Venezia","Parma",1,2,"A",12,10,6,3,6,6,9,10
"2024","09/11/2024","Cagliari","Milan",3,3,"D",16,13,7,6,6,3,7,11
"2024","09/11/2024","Juventus","Torino",2,0,"H",13,6,4,1,5,5,7,14
"2024","10/11/2024","Atalanta","Udinese",2,1,"H",11,11,4,6,4,5,10,12
"2024","10/11/2024","Fiorentina","Verona",3,1,"H",11,8,6,2,8,3,1,19
"2024","10/11/2024","Roma","Bologna",2,3,"A",15,15,5,4,4,3,16,21
"2024","10/11/2024","Monza","Lazio",0,1,"A",12,14,2,6,6,6,13,10
"2024","10/11/2024","Inter","Napoli",1,1,"D",13,5,4,2,4,2,15,12
"2024","23/11/2024","Verona","Inter",0,5,"A",9,12,2,7,4,2,14,5
"2024","23/11/2024","Milan","Juventus",0,0,"D",6,7,1,2,2,4,9,12
"2024","23/11/2024","Parma","Atalanta",1,3,"A",9,15,3,6,2,5,6,8
"2024","24/11/2024","Genoa","Cagliari",2,2,"D",20,17,6,6,6,8,11,7
"2024","24/11/2024","Como","Fiorentina",0,2,"A",10,8,4,4,3,4,11,15
"2024","24/11/2024","Torino","Monza",1,1,"D",12,9,5,6,7,3,17,13
"2024","24/11/2024","Napoli","Roma",1,0,"H",14,6,2,1,8,2,8,9
"2024","24/11/2024","Lazio","Bologna",3,0,"H",13,3,4,1,3,0,14,14
"2024","25/11/2024","Empoli","Udinese",1,1,"D",4,16,2,3,1,8,8,13
"2024","25/11/2024","Venezia","Lecce",0,1,"A",16,7,6,2,6,2,12,16
"2024","29/11/2024","Cagliari","Verona",1,0,"H",19,11,6,2,7,1,10,12
"2024","30/11/2024","Como","Monza",1,1,"D",17,9,3,3,11,4,16,11
"2024","30/11/2024","Milan","Empoli",3,0,"H",20,9,4,0,7,3,12,16
"2024","30/11/2024","Bologna","Venezia",3,0,"H",16,5,9,1,1,0,14,15
"2024","01/12/2024","Udinese","Genoa",0,2,"A",4,15,2,5,6,4,13,11
"2024","01/12/2024","Parma","Lazio",3,1,"H",12,23,4,8,4,10,17,13
"2024","01/12/2024","Torino","Napoli",0,1,"A",5,16,1,6,4,7,15,9
"2024","01/12/2024","Lecce","Juventus",1,1,"D",10,14,6,3,2,7,8,9
"2024","02/12/2024","Roma","Atalanta",0,2,"A",5,18,1,7,2,4,17,13
"2024","06/12/2024","Inter","Parma",3,1,"H",18,5,5,2,10,1,8,3
"2024","06/12/2024","Atalanta","Milan",2,1,"H",17,6,8,2,7,0,14,13
"2024","07/12/2024","Genoa","Torino",0,0,"D",5,10,1,3,4,4,12,15
"2024","07/12/2024","Juventus","Bologna",2,2,"D",10,10,3,4,1,4,18,14
"2024","07/12/2024","Roma","Lecce",4,1,"H",23,3,9,1,8,1,5,14
"2024","08/12/2024","Fiorentina","Cagliari",1,0,"H",8,8,3,1,6,4,9,20
"2024","08/12/2024","Verona","Empoli",1,4,"A",12,15,3,5,5,8,15,16
"2024","08/12/2024","Venezia","Como",2,2,"D",8,10,4,4,5,9,12,10
"2024","08/12/2024","Napoli","Lazio",0,1,"A",12,7,1,3,6,2,16,12
"2024","09/12/2024","Monza","Udinese",1,2,"A",27,10,4,3,10,1,12,16
"2024","13/12/2024","Empoli","Torino",0,1,"A",10,14,4,4,12,3,7,15
"2024","14/12/2024","Cagliari","Atalanta",0,1,"A",12,12,8,2,2,5,16,10
"2024","14/12/2024","Udinese","Napoli",1,3,"A",7,17,3,4,3,9,14,8
"2024","14/12/2024","Juventus","Venezia",2,2,"D",12,8,4,2,7,4,9,8
"2024","15/12/2024","Lecce","Monza",2,1,"H",11,10,4,1,2,7,15,16
"2024","15/12/2024","Bologna","Fiorentina",1,0,"H",16,10,6,4,1,3,16,10
"2024","15/12/2024","Parma","Verona",2,3,"A",19,17,8,6,5,2,5,16
"2024","15/12/2024","Como","Roma",2,0,"H",18,6,7,1,6,5,18,17
"2024","15/12/2024","Milan","Genoa",0,0,"D",22,5,4,0,9,2,11,12
"2024","16/12/2024","Lazio","Inter",0,6,"A",9,12,2,7,4,2,7,14
"2024","20/12/2024","Verona","Milan",0,1,"A",10,14,2,6,3,8,21,9
"2024","21/12/2024","Torino","Bologna",0,2,"A",6,8,0,5,4,0,11,17
"2024","21/12/2024","Genoa","Napoli",1,2,"A",11,12,3,2,5,6,8,8
"2024","21/12/2024","Lecce","Lazio",1,2,"A",11,13,2,7,6,6,13,12
"2024","22/12/2024","Roma","Parma",5,0,"H",19,9,9,3,5,2,10,9
"2024","22/12/2024","Venezia","Cagliari",2,1,"H",12,14,6,7,4,8,6,11
"2024","22/12/2024","Atalanta","Empoli",3,2,"H",16,7,7,3,6,3,11,15
"2024","22/12/2024","Monza","Juventus",1,2,"A",17,16,5,9,3,7,7,13
"2024","23/12/2024","Fiorentina","Udinese",1,2,"A",14,11,3,4,10,2,10,14
"2024","23/12/2024","Inter","Como",2,0,"H",17,8,5,4,7,1,13,15
"2024","28/12/2024","Empoli","Genoa",1,2,"A",12,14,8,5,7,4,16,13
"2024","28/12/2024","Parma","Monza",2,1,"H",9,10,3,4,4,6,16,21
"2024","28/12/2024","Cagliari","Inter",0,3,"A",5,20,1,5,5,7,14,5
"2024","28/12/2024","Lazio","Atalanta",1,1,"D",11,14,5,4,2,7,6,11
"2024","29/12/2024","Udinese","Torino",2,2,"D",10,12,3,6,4,3,17,12
"2024","29/12/2024","Napoli","Venezia",1,0,"H",25,4,8,2,14,4,10,12
"2024","29/12/2024","Juventus","Fiorentina",2,2,"D",15,11,5,4,7,2,14,9
"2024","29/12/2024","Milan","Roma",1,1,"D",21,12,7,5,6,5,17,8
"2024","30/12/2024","Como","Lecce",2,0,"H",15,11,8,1,4,4,12,15
"2024","30/12/2024","Bologna","Verona",2,3,"A",23,8,7,4,11,5,9,24
"2024","04/01/2025","Venezia","Empoli",1,1,"D",8,18,3,6,2,8,15,14
"2024","04/01/2025","Fiorentina","Napoli",0,3,"A",14,10,2,4,4,2,17,15
"2024","04/01/2025","Verona","Udinese",0,0,"D",13,15,3,6,7,3,14,16
"2024","05/01/2025","Monza","Cagliari",1,2,"A",6,13,2,4,1,3,16,19
"2024","05/01/2025","Lecce","Genoa",0,0,"D",10,4,3,1,9,4,11,15
"2024","05/01/2025","Torino","Parma",0,0,"D",12,10,4,3,8,7,9,9
"2024","05/01/2025","Roma","Lazio",2,0,"H",7,17,5,6,3,10,12,18
"2024","10/01/2025","Lazio","Como",1,1,"D",12,17,4,4,7,7,14,15
"2024","11/01/2025","Empoli","Lecce",1,3,"A",15,14,5,6,9,2,11,21
"2024","11/01/2025","Udinese","Atalanta",0,0,"D",12,4,3,2,5,3,4,16
"2024","11/01/2025","Torino","Juventus",1,1,"D",11,15,2,9,9,1,18,9
"2024","11/01/2025","Milan","Cagliari",1,1,"D",24,6,11,2,9,1,9,11
"2024","12/01/2025","Genoa","Parma",1,0,"H",14,9,4,3,6,9,10,10
"2024","12/01/2025","Venezia","Inter",0,1,"A",7,17,2,6,4,5,12,11
"2024","12/01/2025","Bologna","Roma",2,2,"D",14,11,8,4,5,4,18,10
"2024","12/01/2025","Napoli","Verona",2,0,"H",14,6,3,2,8,1,6,5
"2024","13/01/2025","Monza","Fiorentina",2,1,"H",10,11,3,2,2,4,26,9
"2024","14/01/2025","Como","Milan",1,2,"A",12,12,4,6,2,4,11,17
"2024","14/01/2025","Atalanta","Juventus",1,1,"D",17,17,6,9,3,3,10,7
"2024","15/01/2025","Inter","Bologna",2,2,"D",12,14,6,6,3,3,19,13
"2024","17/01/2025","Roma","Genoa",3,1,"H",16,7,7,3,3,2,12,12
"2024","18/01/2025","Bologna","Monza",3,1,"H",18,3,7,1,4,0,16,18
"2024","18/01/2025","Juventus","Milan",2,0,"H",15,13,6,3,5,5,19,11
"2024","18/01/2025","Atalanta","Napoli",2,3,"A",15,6,6,3,3,1,18,9
"2024","19/01/2025","Fiorentina","Torino",1,1,"D",20,6,6,3,9,2,16,11
"2024","19/01/2025","Cagliari","Lecce",4,1,"H",19,7,7,2,6,1,11,10
"2024","19/01/2025","Parma","Venezia",1,1,"D",19,7,8,2,8,2,13,16
"2024","19/01/2025","Verona","Lazio",0,3,"A",16,14,3,5,5,6,10,8
"2024","19/01/2025","Inter","Empoli",3,1,"H",18,5,7,1,7,3,11,9
"2024","20/01/2025","Como","Udinese",4,1,"H",11,6,8,2,3,2,10,16
"2024","24/01/2025","Torino","Cagliari",2,0,"H",18,6,6,1,6,3,11,10
"2024","25/01/2025","Como","Atalanta",1,2,"A",15,5,5,3,4,5,15,10
"2024","25/01/2025","Napoli","Juventus",2,1,"H",14,5,3,2,9,1,9,15
"2024","25/01/2025","Empoli","Bologna",1,1,"D",5,9,1,8,2,4,25,13
"2024","26/01/2025","Milan","Parma",3,2,"H",14,12,5,5,7,4,14,7
"2024","26/01/2025","Udinese","Roma",1,2,"A",10,16,3,10,1,5,15,12
"2024","26/01/2025","Lecce","Inter",0,4,"A",17,9,4,5,7,0,13,12
"2024","26/01/2025","Lazio","Fiorentina",1,2,"A",22,7,3,3,14,2,9,12
"2024","27/01/2025","Venezia","Verona",1,1,"D",9,21,1,5,7,9,16,14
"2024","27/01/2025","Genoa","Monza",2,0,"H",18,5,6,1,9,6,13,19
"2024","31/01/2025","Parma","Lecce",1,3,"A",19,6,7,3,3,2,8,14
"2024","01/02/2025","Monza","Verona",0,1,"A",9,12,2,4,7,3,12,23
"2024","01/02/2025","Udinese","Venezia",3,2,"H",13,14,5,3,4,6,20,9
"2024","01/02/2025","Atalanta","Torino",1,1,"D",22,5,10,3,8,0,6,11
"2024","01/02/2025","Bologna","Como",2,0,"H",15,8,4,1,4,2,16,18
"2024","02/02/2025","Juventus","Empoli",4,1,"H",23,10,8,3,8,6,14,13
"2024","02/02/2025","Fiorentina","Genoa",2,1,"H",7,17,6,3,1,8,17,14
"2024","02/02/2025","Milan","Inter",1,1,"D",10,16,4,6,8,11,5,9
"2024","02/02/2025","Roma","Napoli",1,1,"D",12,5,2,2,2,3,9,13
"2024","03/02/2025","Cagliari","Lazio",1,2,"A",15,11,5,6,7,7,14,9
"2024","06/02/2025","Fiorentina","Inter",3,0,"H",10,11,6,2,1,8,11,10
"2024","07/02/2025","Como","Juventus",1,2,"A",16,8,6,3,9,1,15,15
"2024","08/02/2025","Verona","Atalanta",0,5,"A",18,17,7,7,7,2,10,6
"2024","08/02/2025","Empoli","Milan",0,2,"A",8,16,0,5,2,6,17,10
"2024","08/02/2025","Torino","Genoa",1,1,"D",10,6,3,2,4,2,11,10
"2024","09/02/2025","Venezia","Roma",0,1,"A",12,13,3,5,4,6,13,21
"2024","09/02/2025","Cagliari","Parma",2,1,"H",14,9,3,1,7,6,14,12
"2024","09/02/2025","Lazio","Monza",5,1,"H",26,3,9,1,8,1,10,12
"2024","09/02/2025","Lecce","Bologna",0,0,"D",6,8,1,2,6,5,14,16
"2024","09/02/2025","Napoli","Udinese",1,1,"D",18,8,4,4,6,6,11,10
"2024","10/02/2025","Inter","Fiorentina",2,1,"H",22,7,8,2,8,1,16,15
"2024","14/02/2025","Bologna","Torino",3,2,"H",23,8,7,5,8,2,7,17
"2024","15/02/2025","Atalanta","Cagliari",0,0,"D",9,3,2,0,8,2,7,11
"2024","15/02/2025","Lazio","Napoli",2,2,"D",12,6,5,3,7,1,9,19
"2024","15/02/2025","Milan","Verona",1,0,"H",18,7,3,2,10,7,11,18
"2024","16/02/2025","Fiorentina","Como",0,2,"A",5,8,3,4,2,1,14,24
"2024","16/02/2025","Monza","Lecce",0,0,"D",8,19,3,5,3,7,10,18
"2024","16/02/2025","Udinese","Empoli",3,0,"H",17,16,9,4,9,5,12,17
"2024","16/02/2025","Parma","Roma",0,1,"A",5,16,1,4,1,10,11,5
"2024","16/02/2025","Juventus","Inter",1,0,"H",16,17,8,2,7,5,17,10
"2024","17/02/2025","Genoa","Venezia",2,0,"H",14,7,5,3,4,5,14,15
"2024","21/02/2025","Lecce","Udinese",0,1,"A",10,12,1,5,11,8,15,11
"2024","22/02/2025","Parma","Bologna",2,0,"H",4,16,3,1,0,4,14,13
"2024","22/02/2025","Venezia","Lazio",0,0,"D",9,9,2,3,6,6,21,12
"2024","22/02/2025","Torino","Milan",2,1,"H",9,26,3,8,4,11,14,5
"2024","22/02/2025","Inter","Genoa",1,0,"H",18,11,5,2,6,7,7,14
"2024","23/02/2025","Como","Napoli",2,1,"H",8,13,3,4,4,6,17,14
"2024","23/02/2025","Verona","Fiorentina",1,0,"H",7,8,3,3,4,1,19,8
"2024","23/02/2025","Empoli","Atalanta",0,5,"A",10,14,1,8,3,4,4,17
"2024","23/02/2025","Cagliari","Juventus",0,1,"A",8,14,2,7,3,4,9,15
"2024","24/02/2025","Roma","Monza",4,0,"H",23,5,6,2,6,3,6,7
"2024","27/02/2025","Bologna","Milan",2,1,"H",14,8,4,4,4,5,13,15
"2024","28/02/2025","Fiorentina","Lecce",1,0,"H",10,8,3,3,5,2,10,12
"2024","01/03/2025","Atalanta","Venezia",0,0,"D",18,8,3,2,3,2,12,14
"2024","01/03/2025","Napoli","Inter",1,1,"D",19,6,4,1,12,3,7,15
"2024","01/03/2025","Udinese","Parma",1,0,"H",20,9,6,4,7,7,15,7
"2024","02/03/2025","Monza","Torino",0,2,"A",9,13,2,7,1,4,10,20
"2024","02/03/2025","Bologna","Cagliari",2,1,"H",15,2,5,1,4,1,15,24
"2024","02/03/2025","Genoa","Empoli",1,1,"D",5,7,1,1,3,6,12,18
"2024","02/03/2025","Roma","Como",2,1,"H",11,10,4,3,1,2,6,18
"2024","02/03/2025","Milan","Lazio",1,2,"A",15,21,4,8,3,5,14,6
"2024","03/03/2025","Juventus","Verona",2,0,"H",27,5,9,2,6,0,14,8
"2024","07/03/2025","Cagliari","Genoa",1,1,"D",9,8,1,2,2,5,16,15
"2024","08/03/2025","Como","Venezia",1,1,"D",12,11,7,6,3,5,11,14
"2024","08/03/2025","Parma","Torino",2,2,"D",12,6,4,2,7,4,16,15
"2024","08/03/2025","Lecce","Milan",2,3,"A",11,16,3,9,2,7,13,7
"2024","08/03/2025","Inter","Monza",3,2,"H",30,8,9,4,13,1,8,7
"2024","09/03/2025","Verona","Bologna",1,2,"A",7,12,2,6,1,3,23,11
"2024","09/03/2025","Napoli","Fiorentina",2,1,"H",19,7,11,2,4,4,10,5
"2024","09/03/2025","Empoli","Roma",0,1,"A",3,16,1,7,1,9,12,10
"2024","09/03/2025","Juventus","Atalanta",0,4,"A",9,19,2,9,2,5,12,11
"2024","10/03/2025","Lazio","Udinese",1,1,"D",10,15,5,4,4,9,9,11
"2024","14/03/2025","Genoa","Lecce",2,1,"H",8,15,2,2,3,3,12,10
"2024","15/03/2025","Monza","Parma",1,1,"D",12,14,4,6,6,3,14,16
"2024","15/03/2025","Udinese","Verona",0,1,"A",11,7,3,2,2,1,21,16
"2024","15/03/2025","Milan","Como",2,1,"H",9,15,3,6,0,5,21,7
"2024","15/03/2025","Torino","Empoli",1,0,"H",13,16,3,2,5,5,9,12
"2024","16/03/2025","Venezia","Napoli",0,0,"D",13,15,4,7,3,8,19,8
"2024","16/03/2025","Bologna","Lazio",5,0,"H",13,7,7,2,7,1,18,16
"2024","16/03/2025","Roma","Cagliari",1,0,"H",13,11,1,5,8,3,4,12
"2024","16/03/2025","Fiorentina","Juventus",3,0,"H",9,11,3,2,1,6,9,13
"2024","16/03/2025","Atalanta","Inter",0,2,"A",16,14,3,5,2,6,11,14
"2024","29/03/2025","Como","Empoli",1,1,"D",16,14,5,4,4,1,5,22
"2024","29/03/2025","Venezia","Bologna",0,1,"A",6,13,3,4,2,3,14,21
"2024","29/03/2025","Juventus","Genoa",1,0,"H",9,9,6,3,4,3,13,11
"2024","29/03/2025","Lecce","Roma",0,1,"A",17,16,4,6,6,6,6,11
"2024","30/03/2025","Cagliari","Monza",3,0,"H",11,12,4,3,4,6,17,11
"2024","30/03/2025","Fiorentina","Atalanta",1,0,"H",12,9,4,0,2,4,7,16
"2024","30/03/2025","Inter","Udinese",2,1,"H",13,11,3,4,2,4,8,14
"2024","30/03/2025","Napoli","Milan",2,1,"H",8,17,3,4,2,6,10,5
"2024","31/03/2025","Verona","Parma",0,0,"D",6,10,0,1,5,5,11,9
"2024","31/03/2025","Lazio","Torino",1,1,"D",16,7,6,2,5,3,9,20
