"Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC","HF","AF"
"2022","29/10/2022","Lecce","Juventus",0,1,"A",5,13,0,5,7,7,16,13
"2022","29/10/2022","Inter","Sampdoria",3,0,"H",17,9,8,2,3,3,5,13
"2022","30/10/2022","Empoli","Atalanta",0,2,"A",13,20,3,6,7,2,10,13
"2022","30/10/2022","Cremonese","Udinese",0,0,"D",13,13,2,3,7,4,8,9
"2022","30/10/2022","Spezia","Fiorentina",1,2,"A",10,27,6,5,5,5,19,14
"2022","30/10/2022","Lazio","Salernitana",1,3,"A",13,10,4,6,4,5,10,7
"2022","30/10/2022","Torino","Milan",2,1,"H",7,12,4,1,6,1,11,16
"2022","31/10/2022","Verona","Roma",1,3,"A",7,14,3,6,2,4,9,9
"2022","31/10/2022","Monza","Bologna",1,2,"A",9,10,3,5,4,5,13,18
"2022","04/11/2022","Udinese","Lecce",1,1,"D",16,9,5,1,3,2,12,18
"2022","05/11/2022","Empoli","Sassuolo",1,0,"H",17,10,1,3,3,6,11,11
"2022","05/11/2022","Salernitana","Cremonese",2,2,"D",11,11,2,5,2,2,14,10
"2022","05/11/2022","Atalanta","Napoli",1,2,"A",17,7,4,5,5,2,10,9
"2022","05/11/2022","Milan","Spezia",2,1,"H",23,13,11,5,3,6,12,13
"2022","06/11/2022","Bologna","Torino",2,1,"H",9,7,5,2,3,1,14,17
"2022","06/11/2022","Monza","Verona",2,0,"H",14,7,3,2,5,2,10,10
"2022","06/11/2022","Sampdoria","Fiorentina",0,2,"A",14,5,2,4,4,4,10,18
"2022","06/11/2022","Roma","Lazio",0,1,"A",8,5,2,3,4,2,18,14
"2022","06/11/2022","Juventus","Inter",2,0,"H",8,14,3,4,2,8,16,13
"2022","08/11/2022","Napoli","Empoli",2,0,"H",18,6,4,1,5,0,12,16
"2022","08/11/2022","Spezia","Udinese",1,1,"D",21,10,6,2,9,0,12,12
"2022","08/11/2022","Cremonese","Milan",0,0,"D",6,16,1,5,2,4,16,10
"2022","09/11/2022","Lecce","Atalanta",2,1,"H",15,12,3,4,4,3,11,12
"2022","09/11/2022","Sassuolo","Roma",1,1,"D",14,10,6,4,3,2,11,11
"2022","09/11/2022","Fiorentina","Salernitana",2,1,"H",18,4,7,1,4,3,10,11
"2022","09/11/2022","Inter","Bologna",6,1,"H",13,10,7,4,4,4,10,11
"2022","09/11/2022","Torino","Sampdoria",2,0,"H",8,11,5,1,4,3,14,21
"2022","10/11/2022","Verona","Juventus",0,1,"A",15,11,2,3,5,4,14,13
"2022","10/11/2022","Lazio","Monza",1,0,"H",12,8,4,0,4,3,15,14
"2022","11/11/2022","Empoli","Cremonese",2,0,"H",13,19,6,5,4,9,9,14
"2022","12/11/2022","Napoli","Udinese",3,2,"H",15,10,5,4,5,3,12,13
"2022","12/11/2022","Sampdoria","Lecce",0,2,"A",11,11,2,3,9,0,14,19
"2022","12/11/2022","Bologna","Sassuolo",3,0,"H",8,9,4,3,4,6,12,6
"2022","13/11/2022","Atalanta","Inter",2,3,"A",19,14,7,3,5,4,10,11
"2022","13/11/2022","Monza","Salernitana",3,0,"H",19,5,7,0,6,1,9,11
"2022","13/11/2022","Roma","Torino",1,1,"D",13,10,4,2,7,0,13,10
"2022","13/11/2022","Verona","Spezia",1,2,"A",18,16,5,9,2,10,13,21
"2022","13/11/2022","Milan","Fiorentina",2,1,"H",12,11,3,5,5,7,13,11
"2022","13/11/2022","Juventus","Lazio",3,0,"H",13,10,9,3,2,6,10,8
"2022","04/01/2023","Salernitana","Milan",1,2,"A",8,16,1,10,6,2,21,13
"2022","04/01/2023","Sassuolo","Sampdoria",1,2,"A",16,9,4,4,9,1,16,19
"2022","04/01/2023","Spezia","Atalanta",2,2,"D",7,19,3,3,3,8,11,11
"2022","04/01/2023","Torino","Verona",1,1,"D",9,10,3,2,6,3,7,17
"2022","04/01/2023","Lecce","Lazio",2,1,"H",11,8,4,2,4,3,16,13
"2022","04/01/2023","Roma","Bologna",1,0,"H",14,10,4,2,3,3,10,10
"2022","04/01/2023","Cremonese","Juventus",0,1,"A",13,19,3,8,3,8,12,12
"2022","04/01/2023","Fiorentina","Monza",1,1,"D",22,10,6,3,9,1,11,13
"2022","04/01/2023","Inter","Napoli",1,0,"H",6,9,1,2,5,4,12,7
"2022","04/01/2023","Udinese","Empoli",1,1,"D",21,6,3,1,8,1,15,14
"2022","07/01/2023","Fiorentina","Sassuolo",2,1,"H",14,17,5,4,6,3,14,9
"2022","07/01/2023","Juventus","Udinese",1,0,"H",14,11,4,3,6,4,16,13
"2022","07/01/2023","Monza","Inter",2,2,"D",13,11,4,3,3,5,14,20
"2022","08/01/2023","Salernitana","Torino",1,1,"D",11,23,4,8,6,7,10,15
"2022","08/01/2023","Lazio","Empoli",2,2,"D",18,5,4,2,10,3,17,10
"2022","08/01/2023","Spezia","Lecce",0,0,"D",10,15,2,4,5,7,14,15
"2022","08/01/2023","Sampdoria","Napoli",0,2,"A",9,24,2,8,2,5,15,12
"2022","08/01/2023","Milan","Roma",2,2,"D",12,12,5,3,3,4,19,13
"2022","09/01/2023","Verona","Cremonese",2,0,"H",9,15,4,5,3,5,16,11
"2022","09/01/2023","Bologna","Atalanta",1,2,"A",12,7,3,3,4,0,16,15
"2022","13/01/2023","Napoli","Juventus",5,1,"H",14,11,10,2,2,5,10,9
"2022","14/01/2023","Cremonese","Monza",2,3,"A",11,8,7,3,4,2,12,12
"2022","14/01/2023","Lecce","Milan",2,2,"D",17,12,3,5,8,4,11,12
"2022","14/01/2023","Inter","Verona",1,0,"H",11,6,3,1,3,4,11,13
"2022","15/01/2023","Sassuolo","Lazio",0,2,"A",12,12,2,3,7,3,17,10
"2022","15/01/2023","Torino","Spezia",0,1,"A",11,13,4,5,7,2,13,12
"2022","15/01/2023","Udinese","Bologna",1,2,"A",20,15,4,2,6,4,10,17
"2022","15/01/2023","Atalanta","Salernitana",8,2,"H",19,7,13,2,5,2,10,12
"2022","15/01/2023","Roma","Fiorentina",2,0,"H",10,7,4,3,5,9,15,12
"2022","16/01/2023","Empoli","Sampdoria",1,0,"H",16,16,5,7,3,3,15,16
"2022","21/01/2023","Verona","Lecce",2,0,"H",11,9,4,3,5,4,15,12
"2022","21/01/2023","Salernitana","Napoli",0,2,"A",5,9,2,4,3,4,14,15
"2022","21/01/2023","Fiorentina","Torino",0,1,"A",19,9,5,3,5,3,9,23
"2022","22/01/2023","Sampdoria","Udinese",0,1,"A",9,14,1,5,6,6,15,17
"2022","22/01/2023","Monza","Sassuolo",1,1,"D",14,13,3,1,10,4,17,18
"2022","22/01/2023","Spezia","Roma",0,2,"A",8,13,0,3,4,0,17,11
"2022","22/01/2023","Juventus","Atalanta",3,3,"D",15,14,8,4,6,4,9,6
"2022","23/01/2023","Bologna","Cremonese",1,1,"D",21,9,8,2,4,1,11,13
"2022","23/01/2023","Inter","Empoli",0,1,"A",16,13,1,8,2,3,13,16
"2022","24/01/2023","Lazio","Milan",4,0,"H",10,10,5,3,3,4,14,11
"2022","27/01/2023","Bologna","Spezia",2,0,"H",18,6,6,4,5,5,8,16
"2022","27/01/2023","Lecce","Salernitana",1,2,"A",15,10,5,6,4,4,14,11
"2022","28/01/2023","Empoli","Torino",2,2,"D",11,16,4,4,5,5,12,9
"2022","28/01/2023","Cremonese","Inter",1,2,"A",12,30,4,10,2,14,7,12
"2022","28/01/2023","Atalanta","Sampdoria",2,0,"H",21,15,5,5,7,4,17,11
"2022","29/01/2023","Milan","Sassuolo",2,5,"A",10,9,5,7,2,3,13,8
"2022","29/01/2023","Juventus","Monza",0,2,"A",22,3,8,3,12,1,12,10
"2022","29/01/2023","Lazio","Fiorentina",1,1,"D",13,17,1,6,3,4,12,17
"2022","29/01/2023","Napoli","Roma",2,1,"H",11,11,6,3,3,8,8,14
"2022","30/01/2023","Udinese","Verona",1,1,"D",26,10,8,2,14,6,9,11
"2022","04/02/2023","Cremonese","Lecce",0,2,"A",12,9,3,4,4,8,12,15
"2022","04/02/2023","Roma","Empoli",2,0,"H",12,11,6,2,7,7,10,18
"2022","04/02/2023","Sassuolo","Atalanta",1,0,"H",18,7,8,2,2,7,12,13
"2022","05/02/2023","Spezia","Napoli",0,3,"A",9,12,3,5,3,6,19,18
"2022","05/02/2023","Torino","Udinese",1,0,"H",11,11,3,3,6,5,13,8
"2022","05/02/2023","Fiorentina","Bologna",1,2,"A",18,11,6,7,5,3,10,25
"2022","05/02/2023","Inter","Milan",1,0,"H",15,4,4,0,8,0,13,14
"2022","06/02/2023","Verona","Lazio",1,1,"D",15,9,4,2,6,5,16,12
"2022","06/02/2023","Monza","Sampdoria",2,2,"D",17,11,5,6,9,3,12,12
"2022","07/02/2023","Salernitana","Juventus",0,3,"A",10,17,1,5,6,3,9,12
"2022","10/02/2023","Milan","Torino",1,0,"H",9,12,4,2,3,8,10,20
"2022","11/02/2023","Empoli","Spezia",2,2,"D",25,9,8,3,7,3,10,13
"2022","11/02/2023","Lecce","Roma",1,1,"D",8,12,3,5,3,7,24,8
"2022","11/02/2023","Lazio","Atalanta",0,2,"A",13,23,5,10,5,7,12,14
"2022","12/02/2023","Udinese","Sassuolo",2,2,"D",17,6,8,1,10,7,12,8
"2022","12/02/2023","Bologna","Monza",0,1,"A",12,5,3,4,3,2,15,18
"2022","12/02/2023","Juventus","Fiorentina",1,0,"H",7,11,3,2,5,6,11,17
"2022","12/02/2023","Napoli","Cremonese",3,0,"H",15,6,10,1,9,7,7,7
"2022","13/02/2023","Verona","Salernitana",1,0,"H",14,8,4,3,5,1,14,21
"2022","13/02/2023","Sampdoria","Inter",0,0,"D",7,25,2,5,3,7,13,11
"2022","17/02/2023","Sassuolo","Napoli",0,2,"A",11,15,2,4,1,3,12,10
"2022","18/02/2023","Sampdoria","Bologna",1,2,"A",9,12,4,5,1,8,13,13
"2022","18/02/2023","Monza","Milan",0,1,"A",11,14,5,8,10,3,10,18
"2022","18/02/2023","Inter","Udinese",3,1,"H",19,9,7,1,3,8,15,14
"2022","19/02/2023","Atalanta","Lecce",1,2,"A",20,4,10,2,6,1,10,12
"2022","19/02/2023","Fiorentina","Empoli",1,1,"D",27,5,4,3,13,1,8,15
"2022","19/02/2023","Salernitana","Lazio",0,2,"A",9,21,2,7,2,9,10,7
"2022","19/02/2023","Spezia","Juventus",0,2,"A",18,15,7,3,7,4,8,9
"2022","19/02/2023","Roma","Verona",1,0,"H",9,7,5,1,5,1,15,19
"2022","20/02/2023","Torino","Cremonese",2,2,"D",16,11,6,2,5,1,9,12
"2022","25/02/2023","Empoli","Napoli",0,2,"A",9,19,2,6,4,13,10,9
"2022","25/02/2023","Lecce","Sassuolo",0,1,"A",16,7,0,3,4,7,17,7
"2022","26/02/2023","Bologna","Inter",1,0,"H",14,13,5,4,1,6,7,14
"2022","26/02/2023","Salernitana","Monza",3,0,"H",12,14,5,3,1,3,12,16
"2022","26/02/2023","Udinese","Spezia",2,2,"D",15,9,6,2,5,2,11,16
"2022","26/02/2023","Milan","Atalanta",2,0,"H",13,3,3,0,4,3,11,11
"2022","27/02/2023","Verona","Fiorentina",0,3,"A",12,16,3,7,4,2,15,11
"2022","27/02/2023","Lazio","Sampdoria",1,0,"H",15,8,4,2,8,3,10,13
"2022","28/02/2023","Cremonese","Roma",2,1,"H",6,10,2,3,3,3,17,11
"2022","28/02/2023","Juventus","Torino",4,2,"H",13,8,6,3,3,7,5,13
"2022","03/03/2023","Napoli","Lazio",0,1,"A",14,5,2,2,8,3,13,8
"2022","04/03/2023","Monza","Empoli",2,1,"H",10,18,3,3,1,8,10,12
"2022","04/03/2023","Atalanta","Udinese",0,0,"D",17,5,5,1,12,3,12,12
"2022","04/03/2023","Fiorentina","Milan",2,1,"H",16,8,8,6,11,5,12,17
"2022","05/03/2023","Spezia","Verona",0,0,"D",20,11,4,3,9,5,6,7
"2022","05/03/2023","Sampdoria","Salernitana",0,0,"D",9,10,3,4,2,6,18,13
"2022","05/03/2023","Inter","Lecce",2,0,"H",14,11,4,1,6,4,10,11
"2022","05/03/2023","Roma","Juventus",1,0,"H",6,14,2,5,2,6,11,10
"2022","06/03/2023","Sassuolo","Cremonese",3,2,"H",13,13,7,6,4,3,11,9
"2022","06/03/2023","Torino","Bologna",1,0,"H",12,11,5,1,3,3,9,10
"2022","10/03/2023","Spezia","Inter",2,1,"H",4,28,2,7,1,13,11,9
"2022","11/03/2023","Empoli","Udinese",0,1,"A",17,14,3,4,11,5,12,13
"2022","11/03/2023","Napoli","Atalanta",2,0,"H",18,6,6,3,10,4,12,11
"2022","11/03/2023","Bologna","Lazio",0,0,"D",16,5,2,2,5,2,11,8
"2022","12/03/2023","Lecce","Torino",0,2,"A",13,4,1,2,9,1,16,17
"2022","12/03/2023","Cremonese","Fiorentina",0,2,"A",16,10,5,3,1,6,10,17
"2022","12/03/2023","Verona","Monza",1,1,"D",8,9,3,3,7,2,17,12
"2022","12/03/2023","Roma","Sassuolo",3,4,"A",17,19,7,10,7,2,11,18
"2022","12/03/2023","Juventus","Sampdoria",4,2,"H",24,9,8,3,11,3,10,10
"2022","13/03/2023","Milan","Salernitana",1,1,"D",24,6,4,3,6,4,15,13
"2022","17/03/2023","Sassuolo","Spezia",1,0,"H",15,11,6,1,3,3,10,13
"2022","17/03/2023","Atalanta","Empoli",2,1,"H",27,5,6,2,13,2,11,10
"2022","18/03/2023","Monza","Cremonese",1,1,"D",15,8,7,2,8,4,12,12
"2022","18/03/2023","Salernitana","Bologna",2,2,"D",14,10,4,2,5,4,8,16
"2022","18/03/2023","Udinese","Milan",3,1,"H",14,10,5,6,5,6,16,9
"2022","19/03/2023","Sampdoria","Verona",3,1,"H",11,16,4,6,5,8,10,11
"2022","19/03/2023","Fiorentina","Lecce",1,0,"H",18,8,3,2,1,3,14,21
"2022","19/03/2023","Torino","Napoli",0,4,"A",12,12,2,6,5,4,14,14
"2022","19/03/2023","Lazio","Roma",1,0,"H",12,8,5,3,5,2,18,13
"2022","19/03/2023","Inter","Juventus",0,1,"A",18,7,3,3,6,4,6,18
"2022","01/04/2023","Cremonese","Atalanta",1,3,"A",15,12,4,4,0,6,13,10
"2022","01/04/2023","Inter","Fiorentina",0,1,"A",16,19,3,3,10,8,8,7
"2022","01/04/2023","Juventus","Verona",1,0,"H",10,9,2,3,3,5,14,22
"2022","02/04/2023","Bologna","Udinese",3,0,"H",11,15,4,5,2,7,17,10
"2022","02/04/2023","Monza","Lazio",0,2,"A",11,8,3,4,8,3,13,8
"2022","02/04/2023","Spezia","Salernitana",1,1,"D",14,12,3,2,9,5,12,12
"2022","02/04/2023","Roma","Sampdoria",3,0,"H",28,6,11,3,10,3,11,13
"2022","02/04/2023","Napoli","Milan",0,4,"A",20,14,4,8,10,4,11,9
"2022","03/04/2023","Empoli","Lecce",1,0,"H",14,5,7,0,3,4,10,15
"2022","03/04/2023","Sassuolo","Torino",1,1,"D",12,16,4,2,6,7,12,9
"2022","07/04/2023","Salernitana","Inter",1,1,"D",11,25,3,11,2,8,14,10
"2022","07/04/2023","Lecce","Napoli",1,2,"A",11,9,3,3,5,4,12,9
"2022","07/04/2023","Milan","Empoli",0,0,"D",23,2,4,1,9,0,11,8
"2022","08/04/2023","Udinese","Monza",2,2,"D",14,12,5,5,4,2,12,21
"2022","08/04/2023","Fiorentina","Spezia",1,1,"D",19,4,4,3,8,4,12,29
"2022","08/04/2023","Atalanta","Bologna",0,2,"A",15,13,6,6,6,0,6,5
"2022","08/04/2023","Sampdoria","Cremonese",2,3,"A",13,17,9,4,3,3,14,15
"2022","08/04/2023","Torino","Roma",0,1,"A",7,9,1,1,7,4,10,6
"2022","08/04/2023","Verona","Sassuolo",2,1,"H",11,17,3,5,4,10,12,14
"2022","08/04/2023","Lazio","Juventus",2,1,"H",9,11,4,4,6,6,11,15
"2022","14/04/2023","Cremonese","Empoli",1,0,"H",14,15,5,1,3,8,11,9
"2022","14/04/2023","Spezia","Lazio",0,3,"A",6,13,2,7,2,3,12,7
"2022","15/04/2023","Bologna","Milan",1,1,"D",6,19,2,5,2,6,12,17
"2022","15/04/2023","Napoli","Verona",0,0,"D",9,5,1,2,4,0,11,16
"2022","15/04/2023","Inter","Monza",0,1,"A",25,7,6,2,5,2,13,4
"2022","16/04/2023","Lecce","Sampdoria",1,1,"D",30,8,11,2,11,8,16,12
"2022","16/04/2023","Torino","Salernitana",1,1,"D",16,8,5,1,4,2,14,14
"2022","16/04/2023","Sassuolo","Juventus",1,0,"H",11,13,4,3,10,13,10,5
"2022","16/04/2023","Roma","Udinese",3,0,"H",12,10,7,2,6,2,18,11
"2022","17/04/2023","Fiorentina","Atalanta",1,1,"D",18,6,7,1,5,1,8,20
"2022","21/04/2023","Verona","Bologna",2,1,"H",9,17,5,7,4,2,11,11
"2022","22/04/2023","Salernitana","Sassuolo",3,0,"H",13,11,5,2,4,8,11,15
"2022","22/04/2023","Lazio","Torino",0,1,"A",10,7,5,3,3,4,13,13
"2022","22/04/2023","Sampdoria","Spezia",1,1,"D",13,19,3,7,9,9,9,11
"2022","23/04/2023","Empoli","Inter",0,3,"A",11,16,3,4,5,4,6,13
"2022","23/04/2023","Monza","Fiorentina",3,2,"H",13,10,5,5,5,3,18,15
"2022","23/04/2023","Udinese","Cremonese",3,0,"H",17,12,9,2,3,8,13,11
"2022","23/04/2023","Milan","Lecce",2,0,"H",8,9,5,4,4,2,6,10
"2022","23/04/2023","Juventus","Napoli",0,1,"A",7,17,4,6,3,6,15,11
"2022","24/04/2023","Atalanta","Roma",3,1,"H",7,14,4,1,3,4,15,11
"2022","28/04/2023","Lecce","Udinese",1,0,"H",15,10,3,3,7,4,21,12
"2022","28/04/2023","Spezia","Monza",0,2,"A",12,8,4,4,3,3,10,16
"2022","29/04/2023","Roma","Milan",1,1,"D",11,11,1,1,1,5,9,6
"2022","29/04/2023","Torino","Atalanta",1,2,"A",4,9,4,5,3,3,6,10
"2022","30/04/2023","Inter","Lazio",3,1,"H",25,9,9,5,2,3,13,14
"2022","30/04/2023","Cremonese","Verona",1,1,"D",12,14,5,6,3,5,10,16
"2022","30/04/2023","Napoli","Salernitana",1,1,"D",24,5,8,2,10,0,13,11
"2022","30/04/2023","Sassuolo","Empoli",2,1,"H",13,7,4,1,7,5,12,10
"2022","30/04/2023","Fiorentina","Sampdoria",5,0,"H",23,4,10,1,11,0,14,9
"2022","30/04/2023","Bologna","Juventus",1,1,"D",16,14,6,5,4,5,12,9
"2022","03/05/2023","Atalanta","Spezia",3,2,"H",14,9,6,4,12,3,8,10
"2022","03/05/2023","Juventus","Lecce",2,1,"H",16,14,4,5,6,7,11,10
"2022","03/05/2023","Salernitana","Fiorentina",3,3,"D",4,12,3,3,2,3,18,15
"2022","03/05/2023","Sampdoria","Torino",0,2,"A",7,12,0,4,2,3,13,11
"2022","03/05/2023","Lazio","Sassuolo",2,0,"H",13,13,5,2,1,2,13,13
"2022","03/05/2023","Milan","Cremonese",1,1,"D",18,6,5,2,10,0,12,12
"2022","03/05/2023","Monza","Roma",1,1,"D",8,14,4,8,4,3,13,15
"2022","03/05/2023","Verona","Inter",0,6,"A",7,20,2,10,2,7,4,11
"2022","04/05/2023","Empoli","Bologna",3,1,"H",13,18,3,3,2,5,15,16
"2022","04/05/2023","Udinese","Napoli",1,1,"D",7,7,3,4,2,6,15,13
"2022","06/05/2023","Milan","Lazio",2,0,"H",10,8,3,0,6,4,10,8
"2022","06/05/2023","Roma","Inter",0,2,"A",15,10,3,4,12,5,8,12
"2022","06/05/2023","Cremonese","Spezia",2,0,"H",9,18,4,8,3,13,9,6
"2022","07/05/2023","Atalanta","Juventus",0,2,"A",24,10,1,5,7,3,13,16
"2022","07/05/2023","Torino","Monza",1,1,"D",14,10,5,8,7,4,16,9
"2022","07/05/2023","Napoli","Fiorentina",1,0,"H",10,15,3,3,0,5,12,15
"2022","07/05/2023","Lecce","Verona",0,1,"A",15,9,2,3,4,4,11,13
"2022","08/05/2023","Empoli","Salernitana",2,1,"H",11,13,4,2,8,7,10,18
"2022","08/05/2023","Udinese","Sampdoria",2,0,"H",13,11,6,3,7,3,15,12
"2022","08/05/2023","Sassuolo","Bologna",1,1,"D",6,12,2,3,4,4,12,14
"2022","12/05/2023","Lazio","Lecce",2,2,"D",20,13,6,4,2,3,11,13
"2022","13/05/2023","Salernitana","Atalanta",1,0,"H",10,13,4,3,5,3,9,18
"2022","13/05/2023","Spezia","Milan",2,0,"H",14,14,4,3,6,9,15,11
"2022","13/05/2023","Inter","Sassuolo",4,2,"H",11,16,3,5,1,5,12,8
"2022","14/05/2023","Verona","Torino",0,1,"A",14,15,4,8,3,4,8,17
"2022","14/05/2023","Fiorentina","Udinese",2,0,"H",18,5,3,1,3,3,15,15
"2022","14/05/2023","Monza","Napoli",2,0,"H",10,20,4,7,6,10,11,13
"2022","14/05/2023","Bologna","Roma",0,0,"D",12,7,3,2,3,6,12,11
"2022","14/05/2023","Juventus","Cremonese",2,0,"H",24,3,7,2,7,0,15,5
"2022","15/05/2023","Sampdoria","Empoli",1,1,"D",13,16,3,4,1,2,16,14
"2022","19/05/2023","Sassuolo","Monza",1,2,"A",13,16,4,5,6,3,10,17
"2022","20/05/2023","Cremonese","Bologna",1,5,"A",13,19,2,9,3,9,7,13
"2022","20/05/2023","Atalanta","Verona",3,1,"H",13,10,5,2,6,3,9,11
"2022","20/05/2023","Milan","Sampdoria",5,1,"H",19,6,9,3,7,2,9,10
"2022","21/05/2023","Lecce","Spezia",0,0,"D",6,14,1,0,2,5,15,16
"2022","21/05/2023","Torino","Fiorentina",1,1,"D",10,8,4,1,3,3,9,11
"2022","21/05/2023","Napoli","Inter",3,1,"H",22,6,9,2,4,1,10,14
"2022","21/05/2023","Udinese","Lazio",0,1,"A",12,14,2,4,3,8,15,9
"2022","22/05/2023","Roma","Salernitana",2,2,"D",22,8,5,3,6,4,9,14
"2022","22/05/2023","Empoli","Juventus",4,1,"H",14,19,7,4,3,7,20,19
"2022","26/05/2023","Sampdoria","Sassuolo",2,2,"D",17,22,3,8,8,4,14,10
"2022","27/05/2023","Salernitana","Udinese",3,2,"H",11,10,3,4,2,1,12,22
"2022","27/05/2023","Spezia","Torino",0,4,"A",8,11,1,4,5,2,14,13
"2022","27/05/2023","Fiorentina","Roma",2,1,"H",15,8,5,4,7,4,11,12
"2022","27/05/2023","Inter","Atalanta",3,2,"H",20,11,11,3,9,7,8,18
"2022","28/05/2023","Verona","Empoli",1,1,"D",13,13,4,3,3,3,14,10
"2022","28/05/2023","Bologna","Napoli",2,2,"D",18,11,6,8,4,4,17,10
"2022","28/05/2023","Monza","Lecce",0,1,"A",5,9,1,1,1,3,11,20
"2022","28/05/2023","Lazio","Cremonese",3,2,"H",12,11,8,5,4,3,15,8
"2022","28/05/2023","Juventus","Milan",0,1,"A",16,9,3,3,4,5,12,10
"2022","02/06/2023","Sassuolo","Fiorentina",1,3,"A",5,15,2,7,2,4,7,15
"2022","03/06/2023","Torino","Inter",0,1,"A",17,14,5,4,6,4,6,7
"2022","03/06/2023","Cremonese","Salernitana",2,0,"H",12,11,4,1,4,6,15,12
"2022","03/06/2023","Empoli","Lazio",0,2,"A",7,21,1,11,6,7,7,10
"2022","04/06/2023","Napoli","Sampdoria",2,0,"H",21,6,9,4,11,0,7,7
"2022","04/06/2023","Atalanta","Monza",5,2,"H",20,8,10,4,5,1,13,8
"2022","04/06/2023","Lecce","Bologna",2,3,"A",20,11,7,7,7,2,11,9
"2022","04/06/2023","Milan","Verona",3,1,"H",14,6,5,1,7,1,5,18
"2022","04/06/2023","Roma","Spezia",2,1,"H",19,8,5,2,6,2,14,17
"2022","04/06/2023","Udinese","Juventus",0,1,"A",13,20,3,5,6,14,9,11
"2023","19/08/2023","Empoli","Verona",0,1,"A",10,10,4,4,2,4,17,18
"2023","19/08/2023","Frosinone","Napoli",1,3,"A",4,19,1,8,4,6,14,17
"2023","19/08/2023","Genoa","Fiorentina",1,4,"A",4,9,2,5,3,4,14,13
"2023","19/08/2023","Inter","Monza",2,0,"H",22,12,3,2,8,3,8,13
"2023","20/08/2023","Roma","Salernitana",2,2,"D",13,3,3,2,9,1,12,9
"2023","20/08/2023","Sassuolo","Atalanta",0,2,"A",11,16,3,6,7,7,9,13
"2023","20/08/2023","Lecce","Lazio",2,1,"H",23,10,7,4,5,2,12,16
"2023","20/08/2023","Udinese","Juventus",0,3,"A",18,9,5,4,7,3,12,10
"2023","21/08/2023","Torino","Cagliari",0,0,"D",11,8,2,2,8,3,8,12
"2023","21/08/2023","Bologna","Milan",0,2,"A",17,10,5,6,3,6,10,4
"2023","26/08/2023","Frosinone","Atalanta",2,1,"H",13,18,5,6,3,7,10,10
"2023","26/08/2023","Monza","Empoli",2,0,"H",20,18,5,6,6,5,14,7
"2023","26/08/2023","Milan","Torino",4,1,"H",17,8,7,1,2,1,13,16
"2023","26/08/2023","Verona","Roma",2,1,"H",5,23,3,7,1,12,17,12
"2023","27/08/2023","Fiorentina","Lecce",2,2,"D",9,6,4,2,3,3,13,12
"2023","27/08/2023","Juventus","Bologna",1,1,"D",14,9,3,4,5,1,14,13
"2023","27/08/2023","Lazio","Genoa",0,1,"A",16,5,2,3,15,1,9,16
"2023","27/08/2023","Napoli","Sassuolo",2,0,"H",25,6,5,1,12,4,9,10
"2023","28/08/2023","Salernitana","Udinese",1,1,"D",9,14,4,6,7,5,12,19
"2023","28/08/2023","Cagliari","Inter",0,2,"A",12,17,2,3,4,7,9,10
"2023","01/09/2023","Sassuolo","Verona",3,1,"H",16,11,7,3,10,1,8,13
"2023","01/09/2023","Roma","Milan",1,2,"A",13,9,2,4,3,5,14,15
"2023","02/09/2023","Bologna","Cagliari",2,1,"H",16,7,7,1,5,2,9,13
"2023","02/09/2023","Udinese","Frosinone",0,0,"D",12,12,6,2,3,5,14,9
"2023","02/09/2023","Atalanta","Monza",3,0,"H",18,8,8,2,7,3,11,9
"2023","02/09/2023","Napoli","Lazio",1,2,"A",22,6,4,2,7,2,8,9
"2023","03/09/2023","Inter","Fiorentina",4,0,"H",21,6,11,2,1,1,13,12
"2023","03/09/2023","Torino","Genoa",1,0,"H",10,7,3,2,4,0,13,7
"2023","03/09/2023","Empoli","Juventus",0,2,"A",7,18,0,5,3,7,14,13
"2023","03/09/2023","Lecce","Salernitana",2,0,"H",20,11,6,4,6,5,17,15
"2023","16/09/2023","Juventus","Lazio",3,1,"H",17,16,7,5,7,9,13,13
"2023","16/09/2023","Inter","Milan",5,1,"H",14,9,7,2,5,0,16,13
"2023","16/09/2023","Genoa","Napoli",2,2,"D",8,12,3,4,3,1,14,8
"2023","17/09/2023","Cagliari","Udinese",0,0,"D",10,11,1,1,4,6,12,11
"2023","17/09/2023","Frosinone","Sassuolo",4,2,"H",16,18,6,7,5,6,10,9
"2023","17/09/2023","Monza","Lecce",1,1,"D",25,4,6,3,10,1,17,11
"2023","17/09/2023","Fiorentina","Atalanta",3,2,"H",15,11,8,4,3,4,8,14
"2023","17/09/2023","Roma","Empoli",7,0,"H",14,8,9,2,2,6,15,5
"2023","18/09/2023","Salernitana","Torino",0,3,"A",14,11,4,3,1,2,12,16
"2023","18/09/2023","Verona","Bologna",0,0,"D",9,11,1,4,3,4,18,10
"2023","22/09/2023","Salernitana","Frosinone",1,1,"D",19,9,6,3,8,6,12,12
"2023","22/09/2023","Lecce","Genoa",1,0,"H",18,8,3,1,4,3,12,10
"2023","23/09/2023","Milan","Verona",1,0,"H",9,10,4,2,2,3,13,9
"2023","23/09/2023","Sassuolo","Juventus",4,2,"H",18,15,7,2,6,3,13,8
"2023","23/09/2023","Lazio","Monza",1,1,"D",8,16,1,4,1,3,13,7
